"LIBRARYREFERENCE","FOOTPRINT1","CATEGORY","COMMENT","COMPONENTLINK1DESCRIPTION","COMPONENTLINK1URL","COMPONENTLINK2DESCRIPTION","COMPONENTLINK2URL","CONTACT RESISTANCE","GENDER","MANUFACTURER","MANUFACTURER PART NUMBER","MATCH CODE","MOUNT","NUMBER OF PINS","NUMBER OF ROWS","OPERATING TEMPERATURE MAX","OPERATING TEMPERATURE MIN","ORIENTATION","PACKAGING","PITCH","RATED CURRENT","WITHSTANDING VOLTAGE","WORKING VOLTAGE","SHEETPART","DESIGNATOR","DESCRIPTION"
"61000411921","61000411921","Board-to-Board Connectors","61000411921","Website Link","https://www.we-online.com/redexpert/article/61000411921?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61000411921?ad","20mOhm","Socket Header","Wurth Elektronik","61000411921","WR-PHD","Surface Mount","4","1","105°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 1 Row, 4P"
"61000413321","61000413321","Board-to-Board Connectors","61000413321","Website Link","https://www.we-online.com/redexpert/article/61000413321?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61000413321?ad","20mOhm","Socket Header","Wurth Elektronik","61000413321","WR-PHD","Surface Mount","4","1","125°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 1 Row, 4P"
"61000418221","61000418221","Board-to-Board Connectors","61000418221","Website Link","https://www.we-online.com/redexpert/article/61000418221?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61000418221?ad","20mOhm","Pin Header","Wurth Elektronik","61000418221","WR-PHD","Surface Mount","4","1","105°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2.54mm, 1 Row, 4P"
"61000418321","61000418321","Board-to-Board Connectors","61000418321","Website Link","https://www.we-online.com/redexpert/article/61000418321?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61000418321?ad","20mOhm","Pin Header","Wurth Elektronik","61000418321","WR-PHD","Surface Mount","4","1","125°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2.54mm, 1 Row, 4P"
"61000421121","61000421121","Board-to-Board Connectors","61000421121","Website Link","https://www.we-online.com/redexpert/article/61000421121?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61000421121?ad","20mOhm","Pin Header","Wurth Elektronik","61000421121","WR-PHD","Surface Mount","4","2","125°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2.54mm, 2 Row, 4P"
"61000421821","61000421821","Board-to-Board Connectors","61000421821","Website Link","https://www.we-online.com/redexpert/article/61000421821?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61000421821?ad","20mOhm","Socket Header","Wurth Elektronik","61000421821","WR-PHD","Surface Mount","4","2","105°C","-40°C","Vertical","Tube","2.54mm","3A","600V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 2 Row, 4P"
"610004243021","610004243021","Board-to-Board Connectors","610004243021","Website Link","https://www.we-online.com/redexpert/article/610004243021?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/610004243021?ad","20mOhm","Socket Header","Wurth Elektronik","610004243021","WR-PHD","Surface Mount","4","2","125°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 2 Row, 4P"
"61000511921","61000511921","Board-to-Board Connectors","61000511921","Website Link","https://www.we-online.com/redexpert/article/61000511921?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61000511921?ad","20mOhm","Socket Header","Wurth Elektronik","61000511921","WR-PHD","Surface Mount","5","1","105°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 1 Row, 5P"
"61000513321","61000513321","Board-to-Board Connectors","61000513321","Website Link","https://www.we-online.com/redexpert/article/61000513321?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61000513321?ad","20mOhm","Socket Header","Wurth Elektronik","61000513321","WR-PHD","Surface Mount","5","1","125°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 1 Row, 5P"
"61000611921","61000611921","Board-to-Board Connectors","61000611921","Website Link","https://www.we-online.com/redexpert/article/61000611921?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61000611921?ad","20mOhm","Socket Header","Wurth Elektronik","61000611921","WR-PHD","Surface Mount","6","1","105°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 1 Row, 6P"
"61000613321","61000613321","Board-to-Board Connectors","61000613321","Website Link","https://www.we-online.com/redexpert/article/61000613321?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61000613321?ad","20mOhm","Socket Header","Wurth Elektronik","61000613321","WR-PHD","Surface Mount","6","1","125°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 1 Row, 6P"
"61000618221","61000618221","Board-to-Board Connectors","61000618221","Website Link","https://www.we-online.com/redexpert/article/61000618221?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61000618221?ad","20mOhm","Pin Header","Wurth Elektronik","61000618221","WR-PHD","Surface Mount","6","1","105°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2.54mm, 1 Row, 6P"
"61000618321","61000618321","Board-to-Board Connectors","61000618321","Website Link","https://www.we-online.com/redexpert/article/61000618321?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61000618321?ad","20mOhm","Pin Header","Wurth Elektronik","61000618321","WR-PHD","Surface Mount","6","1","125°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2.54mm, 1 Row, 6P"
"61000621121","61000621121","Board-to-Board Connectors","61000621121","Website Link","https://www.we-online.com/redexpert/article/61000621121?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61000621121?ad","20mOhm","Pin Header","Wurth Elektronik","61000621121","WR-PHD","Surface Mount","6","2","125°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2.54mm, 2 Row, 6P"
"61000621821","61000621821","Board-to-Board Connectors","61000621821","Website Link","https://www.we-online.com/redexpert/article/61000621821?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61000621821?ad","20mOhm","Socket Header","Wurth Elektronik","61000621821","WR-PHD","Surface Mount","6","2","105°C","-40°C","Vertical","Tube","2.54mm","3A","600V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 2 Row, 6P"
"610006243021","610006243021","Board-to-Board Connectors","610006243021","Website Link","https://www.we-online.com/redexpert/article/610006243021?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/610006243021?ad","20mOhm","Socket Header","Wurth Elektronik","610006243021","WR-PHD","Surface Mount","6","2","125°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 2 Row, 6P"
"61000811921","61000811921","Board-to-Board Connectors","61000811921","Website Link","https://www.we-online.com/redexpert/article/61000811921?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61000811921?ad","20mOhm","Socket Header","Wurth Elektronik","61000811921","WR-PHD","Surface Mount","8","1","105°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 1 Row, 8P"
"61000813321","61000813321","Board-to-Board Connectors","61000813321","Website Link","https://www.we-online.com/redexpert/article/61000813321?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61000813321?ad","20mOhm","Socket Header","Wurth Elektronik","61000813321","WR-PHD","Surface Mount","8","1","105°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 1 Row, 8P"
"61000821121","61000821121","Board-to-Board Connectors","61000821121","Website Link","https://www.we-online.com/redexpert/article/61000821121?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61000821121?ad","20mOhm","Pin Header","Wurth Elektronik","61000821121","WR-PHD","Surface Mount","8","2","125°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2.54mm, 2 Row, 8P"
"61000821821","61000821821","Board-to-Board Connectors","61000821821","Website Link","https://www.we-online.com/redexpert/article/61000821821?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61000821821?ad","20mOhm","Socket Header","Wurth Elektronik","61000821821","WR-PHD","Surface Mount","8","2","105°C","-40°C","Vertical","Tube","2.54mm","3A","600V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 2 Row, 8P"
"610008243021","610008243021","Board-to-Board Connectors","610008243021","Website Link","https://www.we-online.com/redexpert/article/610008243021?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/610008243021?ad","20mOhm","Socket Header","Wurth Elektronik","610008243021","WR-PHD","Surface Mount","8","2","125°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 2 Row, 8P"
"61001011921","61001011921","Board-to-Board Connectors","61001011921","Website Link","https://www.we-online.com/redexpert/article/61001011921?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61001011921?ad","20mOhm","Socket Header","Wurth Elektronik","61001011921","WR-PHD","Surface Mount","10","1","105°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 1 Row, 10P"
"61001013321","61001013321","Board-to-Board Connectors","61001013321","Website Link","https://www.we-online.com/redexpert/article/61001013321?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61001013321?ad","20mOhm","Socket Header","Wurth Elektronik","61001013321","WR-PHD","Surface Mount","10","1","105°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 1 Row, 10P"
"61001018221","61001018221","Board-to-Board Connectors","61001018221","Website Link","https://www.we-online.com/redexpert/article/61001018221?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61001018221?ad","20mOhm","Pin Header","Wurth Elektronik","61001018221","WR-PHD","Surface Mount","10","1","105°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2.54mm, 1 Row, 10P"
"61001018321","61001018321","Board-to-Board Connectors","61001018321","Website Link","https://www.we-online.com/redexpert/article/61001018321?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61001018321?ad","20mOhm","Pin Header","Wurth Elektronik","61001018321","WR-PHD","Surface Mount","10","1","125°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2.54mm, 1 Row, 10P"
"61001021121","61001021121","Board-to-Board Connectors","61001021121","Website Link","https://www.we-online.com/redexpert/article/61001021121?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61001021121?ad","20mOhm","Pin Header","Wurth Elektronik","61001021121","WR-PHD","Surface Mount","10","2","125°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2.54mm, 2 Row, 10P"
"61001021821","61001021821","Board-to-Board Connectors","61001021821","Website Link","https://www.we-online.com/redexpert/article/61001021821?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61001021821?ad","20mOhm","Socket Header","Wurth Elektronik","61001021821","WR-PHD","Surface Mount","10","2","105°C","-40°C","Vertical","Tube","2.54mm","3A","600V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 2 Row, 10P"
"610010243021","610010243021","Board-to-Board Connectors","610010243021","Website Link","https://www.we-online.com/redexpert/article/610010243021?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/610010243021?ad","20mOhm","Socket Header","Wurth Elektronik","610010243021","WR-PHD","Surface Mount","10","2","125°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 2 Row, 10P"
"61001211921","61001211921","Board-to-Board Connectors","61001211921","Website Link","https://www.we-online.com/redexpert/article/61001211921?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61001211921?ad","20mOhm","Socket Header","Wurth Elektronik","61001211921","WR-PHD","Surface Mount","12","1","105°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 1 Row, 12P"
"61001213321","61001213321","Board-to-Board Connectors","61001213321","Website Link","https://www.we-online.com/redexpert/article/61001213321?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61001213321?ad","20mOhm","Socket Header","Wurth Elektronik","61001213321","WR-PHD","Surface Mount","12","1","105°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 1 Row, 12P"
"61001221121","61001221121","Board-to-Board Connectors","61001221121","Website Link","https://www.we-online.com/redexpert/article/61001221121?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61001221121?ad","20mOhm","Pin Header","Wurth Elektronik","61001221121","WR-PHD","Surface Mount","12","2","125°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2.54mm, 2 Row, 12P"
"61001221821","61001221821","Board-to-Board Connectors","61001221821","Website Link","https://www.we-online.com/redexpert/article/61001221821?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61001221821?ad","20mOhm","Socket Header","Wurth Elektronik","61001221821","WR-PHD","Surface Mount","12","2","105°C","-40°C","Vertical","Tube","2.54mm","3A","600V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 2 Row, 12P"
"610012243021","610012243021","Board-to-Board Connectors","610012243021","Website Link","https://www.we-online.com/redexpert/article/610012243021?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/610012243021?ad","20mOhm","Socket Header","Wurth Elektronik","610012243021","WR-PHD","Surface Mount","12","2","125°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 2 Row, 12P"
"61001413321","61001413321","Board-to-Board Connectors","61001413321","Website Link","https://www.we-online.com/redexpert/article/61001413321?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61001413321?ad","20mOhm","Socket Header","Wurth Elektronik","61001413321","WR-PHD","Surface Mount","14","1","105°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 1 Row, 14P"
"61001418221","61001418221","Board-to-Board Connectors","61001418221","Website Link","https://www.we-online.com/redexpert/article/61001418221?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61001418221?ad","20mOhm","Pin Header","Wurth Elektronik","61001418221","WR-PHD","Surface Mount","14","1","105°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2.54mm, 1 Row, 14P"
"61001421121","61001421121","Board-to-Board Connectors","61001421121","Website Link","https://www.we-online.com/redexpert/article/61001421121?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61001421121?ad","20mOhm","Pin Header","Wurth Elektronik","61001421121","WR-PHD","Surface Mount","14","2","125°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2.54mm, 2 Row, 14P"
"61001421821","61001421821","Board-to-Board Connectors","61001421821","Website Link","https://www.we-online.com/redexpert/article/61001421821?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61001421821?ad","20mOhm","Socket Header","Wurth Elektronik","61001421821","WR-PHD","Surface Mount","14","2","105°C","-40°C","Vertical","Tube","2.54mm","3A","600V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 2 Row, 14P"
"61001511921","61001511921","Board-to-Board Connectors","61001511921","Website Link","https://www.we-online.com/redexpert/article/61001511921?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61001511921?ad","20mOhm","Socket Header","Wurth Elektronik","61001511921","WR-PHD","Surface Mount","15","1","105°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 1 Row, 15P"
"61001513321","61001513321","Board-to-Board Connectors","61001513321","Website Link","https://www.we-online.com/redexpert/article/61001513321?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61001513321?ad","20mOhm","Socket Header","Wurth Elektronik","61001513321","WR-PHD","Surface Mount","15","1","105°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 1 Row, 15P"
"61001518221","61001518221","Board-to-Board Connectors","61001518221","Website Link","https://www.we-online.com/redexpert/article/61001518221?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61001518221?ad","20mOhm","Pin Header","Wurth Elektronik","61001518221","WR-PHD","Surface Mount","15","1","105°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2.54mm, 1 Row, 15P"
"61001611921","61001611921","Board-to-Board Connectors","61001611921","Website Link","https://www.we-online.com/redexpert/article/61001611921?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61001611921?ad","20mOhm","Socket Header","Wurth Elektronik","61001611921","WR-PHD","Surface Mount","16","1","105°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 1 Row, 16P"
"61001613321","61001613321","Board-to-Board Connectors","61001613321","Website Link","https://www.we-online.com/redexpert/article/61001613321?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61001613321?ad","20mOhm","Socket Header","Wurth Elektronik","61001613321","WR-PHD","Surface Mount","16","1","105°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 1 Row, 16P"
"61001618221","61001618221","Board-to-Board Connectors","61001618221","Website Link","https://www.we-online.com/redexpert/article/61001618221?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61001618221?ad","20mOhm","Pin Header","Wurth Elektronik","61001618221","WR-PHD","Surface Mount","16","1","105°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2.54mm, 1 Row, 16P"
"61001618321","61001618321","Board-to-Board Connectors","61001618321","Website Link","https://www.we-online.com/redexpert/article/61001618321?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61001618321?ad","20mOhm","Pin Header","Wurth Elektronik","61001618321","WR-PHD","Surface Mount","16","1","125°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2.54mm, 1 Row, 16P"
"61001621121","61001621121","Board-to-Board Connectors","61001621121","Website Link","https://www.we-online.com/redexpert/article/61001621121?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61001621121?ad","20mOhm","Pin Header","Wurth Elektronik","61001621121","WR-PHD","Surface Mount","16","2","125°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2.54mm, 2 Row, 16P"
"61001621821","61001621821","Board-to-Board Connectors","61001621821","Website Link","https://www.we-online.com/redexpert/article/61001621821?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61001621821?ad","20mOhm","Socket Header","Wurth Elektronik","61001621821","WR-PHD","Surface Mount","16","2","105°C","-40°C","Vertical","Tube","2.54mm","3A","600V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 2 Row, 16P"
"610016243021","610016243021","Board-to-Board Connectors","610016243021","Website Link","https://www.we-online.com/redexpert/article/610016243021?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/610016243021?ad","20mOhm","Socket Header","Wurth Elektronik","610016243021","WR-PHD","Surface Mount","16","2","125°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 2 Row, 16P"
"61001821821","61001821821","Board-to-Board Connectors","61001821821","Website Link","https://www.we-online.com/redexpert/article/61001821821?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61001821821?ad","20mOhm","Socket Header","Wurth Elektronik","61001821821","WR-PHD","Surface Mount","18","2","105°C","-40°C","Vertical","Tube","2.54mm","3A","600V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 2 Row, 18P"
"610018243021","610018243021","Board-to-Board Connectors","610018243021","Website Link","https://www.we-online.com/redexpert/article/610018243021?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/610018243021?ad","20mOhm","Socket Header","Wurth Elektronik","610018243021","WR-PHD","Surface Mount","18","2","125°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 2 Row, 18P"
"61002011921","61002011921","Board-to-Board Connectors","61002011921","Website Link","https://www.we-online.com/redexpert/article/61002011921?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61002011921?ad","20mOhm","Socket Header","Wurth Elektronik","61002011921","WR-PHD","Surface Mount","20","1","105°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 1 Row, 20P"
"61002013321","61002013321","Board-to-Board Connectors","61002013321","Website Link","https://www.we-online.com/redexpert/article/61002013321?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61002013321?ad","20mOhm","Socket Header","Wurth Elektronik","61002013321","WR-PHD","Surface Mount","20","1","105°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 1 Row, 20P"
"61002021121","61002021121","Board-to-Board Connectors","61002021121","Website Link","https://www.we-online.com/redexpert/article/61002021121?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61002021121?ad","20mOhm","Pin Header","Wurth Elektronik","61002021121","WR-PHD","Surface Mount","20","2","125°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2.54mm, 2 Row, 20P"
"61002021821","61002021821","Board-to-Board Connectors","61002021821","Website Link","https://www.we-online.com/redexpert/article/61002021821?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61002021821?ad","20mOhm","Socket Header","Wurth Elektronik","61002021821","WR-PHD","Surface Mount","20","2","105°C","-40°C","Vertical","Tube","2.54mm","3A","600V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 2 Row, 20P"
"610020243021","610020243021","Board-to-Board Connectors","610020243021","Website Link","https://www.we-online.com/redexpert/article/610020243021?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/610020243021?ad","20mOhm","Socket Header","Wurth Elektronik","610020243021","WR-PHD","Surface Mount","20","2","125°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 2 Row, 20P"
"61002221121","61002221121","Board-to-Board Connectors","61002221121","Website Link","https://www.we-online.com/redexpert/article/61002221121?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61002221121?ad","20mOhm","Pin Header","Wurth Elektronik","61002221121","WR-PHD","Surface Mount","22","2","125°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2.54mm, 2 Row, 22P"
"61002221821","61002221821","Board-to-Board Connectors","61002221821","Website Link","https://www.we-online.com/redexpert/article/61002221821?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61002221821?ad","20mOhm","Socket Header","Wurth Elektronik","61002221821","WR-PHD","Surface Mount","22","2","105°C","-40°C","Vertical","Tube","2.54mm","3A","600V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 2 Row, 22P"
"610022243021","610022243021","Board-to-Board Connectors","610022243021","Website Link","https://www.we-online.com/redexpert/article/610022243021?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/610022243021?ad","20mOhm","Socket Header","Wurth Elektronik","610022243021","WR-PHD","Surface Mount","22","2","125°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 2 Row, 22P"
"61002411921","61002411921","Board-to-Board Connectors","61002411921","Website Link","https://www.we-online.com/redexpert/article/61002411921?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61002411921?ad","20mOhm","Socket Header","Wurth Elektronik","61002411921","WR-PHD","Surface Mount","24","1","105°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 1 Row, 24P"
"61002413321","61002413321","Board-to-Board Connectors","61002413321","Website Link","https://www.we-online.com/redexpert/article/61002413321?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61002413321?ad","20mOhm","Socket Header","Wurth Elektronik","61002413321","WR-PHD","Surface Mount","24","1","105°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 1 Row, 24P"
"61002418221","61002418221","Board-to-Board Connectors","61002418221","Website Link","https://www.we-online.com/redexpert/article/61002418221?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61002418221?ad","20mOhm","Pin Header","Wurth Elektronik","61002418221","WR-PHD","Surface Mount","24","1","105°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2.54mm, 1 Row, 24P"
"61002418321","61002418321","Board-to-Board Connectors","61002418321","Website Link","https://www.we-online.com/redexpert/article/61002418321?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61002418321?ad","20mOhm","Pin Header","Wurth Elektronik","61002418321","WR-PHD","Surface Mount","24","1","125°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2.54mm, 1 Row, 24P"
"61002421121","61002421121","Board-to-Board Connectors","61002421121","Website Link","https://www.we-online.com/redexpert/article/61002421121?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61002421121?ad","20mOhm","Pin Header","Wurth Elektronik","61002421121","WR-PHD","Surface Mount","24","2","125°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, SMT, Vertical, pitch 2.54mm, 2 Row, 24P"
"61002421821","61002421821","Board-to-Board Connectors","61002421821","Website Link","https://www.we-online.com/redexpert/article/61002421821?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61002421821?ad","20mOhm","Socket Header","Wurth Elektronik","61002421821","WR-PHD","Surface Mount","24","2","105°C","-40°C","Vertical","Tube","2.54mm","3A","600V","250V","*","J?","WR-PHD Socket Header, SMT, Vertical, pitch 2.54mm, 2 Row, 24P"
