"LIBRARYREFERENCE","FOOTPRINT1","CATEGORY","COMMENT","COMPONENTLINK1DESCRIPTION","COMPONENTLINK1URL","COMPONENTLINK2DESCRIPTION","COMPONENTLINK2URL","CONTACT RESISTANCE","GENDER","MANUFACTURER","MANUFACTURER PART NUMBER","MATCH CODE","MOUNT","NUMBER OF PINS","NUMBER OF ROWS","OPERATING TEMPERATURE MAX","OPERATING TEMPERATURE MIN","ORIENTATION","PACKAGING","PITCH","RATED CURRENT","WITHSTANDING VOLTAGE","WORKING VOLTAGE","SHEETPART","DESIGNATOR","DESCRIPTION"
"613020143121","613020143121","Board-to-Board Connectors","613020143121","Website Link","https://www.we-online.com/redexpert/article/613020143121?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/613020143121?ad","20mOhm","Socket Header","Wurth Elektronik","613020143121","WR-PHD","Through Hole","20","1","105°C","-40°C","Angled","Tray","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, THT, Angled, pitch 2.54mm, 1 Row, 20P"
"61302015721","61302015721","Board-to-Board Connectors","61302015721","Website Link","https://www.we-online.com/redexpert/article/61302015721?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61302015721?ad","20mOhm","Socket Header","Wurth Elektronik","61302015721","WR-PHD","Through Hole","20","1","125°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, THT, Vertical, pitch 2.54mm, 1 Row, 20P"
"61302021021","61302021021","Board-to-Board Connectors","61302021021","Website Link","https://www.we-online.com/redexpert/article/61302021021?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61302021021?ad","20mOhm","Pin Header","Wurth Elektronik","61302021021","WR-PHD","Through Hole","20","2","105°C","-40°C","Angled","Bag","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, THT, Angled, pitch 2.54mm, 2 Row, 20P"
"61302021121","61302021121","Board-to-Board Connectors","61302021121","Website Link","https://www.we-online.com/redexpert/article/61302021121?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61302021121?ad","20mOhm","Pin Header","Wurth Elektronik","61302021121","WR-PHD","Through Hole","20","2","105°C","-40°C","Vertical","Bag","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, THT, Vertical, pitch 2.54mm, 2 Row, 20P"
"613020216921","613020216921","Board-to-Board Connectors","613020216921","Website Link","https://www.we-online.com/redexpert/article/613020216921?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/613020216921?ad","20mOhm","Socket Header","Wurth Elektronik","613020216921","WR-PHD","Through Hole","20","2","105°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, THT, Vertical, pitch 2.54mm, 2 Row, 20P"
"61302021821","61302021821","Board-to-Board Connectors","61302021821","Website Link","https://www.we-online.com/redexpert/article/61302021821?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61302021821?ad","20mOhm","Socket Header","Wurth Elektronik","61302021821","WR-PHD","Through Hole","20","2","125°C","-40°C","Vertical","Tray","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, THT, Vertical, pitch 2.54mm, 2 Row, 20P"
"613020243121","613020243121","Board-to-Board Connectors","613020243121","Website Link","https://www.we-online.com/redexpert/article/613020243121?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/613020243121?ad","20mOhm","Socket Header","Wurth Elektronik","613020243121","WR-PHD","Through Hole","20","2","125°C","-40°C","Angled","Tray","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, THT, Angled, pitch 2.54mm, 2 Row, 20P"
"61302025721","61302025721","Board-to-Board Connectors","61302025721","Website Link","https://www.we-online.com/redexpert/article/61302025721?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61302025721?ad","20mOhm","Socket Header","Wurth Elektronik","61302025721","WR-PHD","Through Hole","20","2","125°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, THT, Vertical, pitch 2.54mm, 2 Row, 20P"
"61302211021","61302211021","Board-to-Board Connectors","61302211021","Website Link","https://www.we-online.com/redexpert/article/61302211021?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61302211021?ad","20mOhm","Pin Header","Wurth Elektronik","61302211021","WR-PHD","Through Hole","22","1","105°C","-40°C","Angled","Bag","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, THT, Angled, pitch 2.54mm, 1 Row, 22P"
"61302211121","61302211121","Board-to-Board Connectors","61302211121","Website Link","https://www.we-online.com/redexpert/article/61302211121?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61302211121?ad","20mOhm","Pin Header","Wurth Elektronik","61302211121","WR-PHD","Through Hole","22","1","105°C","-40°C","Vertical","Bag","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, THT, Vertical, pitch 2.54mm, 1 Row, 22P"
"61302211821","61302211821","Board-to-Board Connectors","61302211821","Website Link","https://www.we-online.com/redexpert/article/61302211821?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61302211821?ad","20mOhm","Socket Header","Wurth Elektronik","61302211821","WR-PHD","Through Hole","22","1","105°C","-40°C","Vertical","Tray","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, THT, Vertical, pitch 2.54mm, 1 Row, 22P"
"61302221021","61302221021","Board-to-Board Connectors","61302221021","Website Link","https://www.we-online.com/redexpert/article/61302221021?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61302221021?ad","20mOhm","Pin Header","Wurth Elektronik","61302221021","WR-PHD","Through Hole","22","2","105°C","-40°C","Angled","Bag","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, THT, Angled, pitch 2.54mm, 2 Row, 22P"
"61302221121","61302221121","Board-to-Board Connectors","61302221121","Website Link","https://www.we-online.com/redexpert/article/61302221121?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61302221121?ad","20mOhm","Pin Header","Wurth Elektronik","61302221121","WR-PHD","Through Hole","22","2","105°C","-40°C","Vertical","Bag","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, THT, Vertical, pitch 2.54mm, 2 Row, 22P"
"613022216921","613022216921","Board-to-Board Connectors","613022216921","Website Link","https://www.we-online.com/redexpert/article/613022216921?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/613022216921?ad","20mOhm","Socket Header","Wurth Elektronik","613022216921","WR-PHD","Through Hole","22","2","105°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, THT, Vertical, pitch 2.54mm, 2 Row, 22P"
"61302221821","61302221821","Board-to-Board Connectors","61302221821","Website Link","https://www.we-online.com/redexpert/article/61302221821?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61302221821?ad","20mOhm","Socket Header","Wurth Elektronik","61302221821","WR-PHD","Through Hole","22","2","125°C","-40°C","Vertical","Tray","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, THT, Vertical, pitch 2.54mm, 2 Row, 22P"
"613022243121","613022243121","Board-to-Board Connectors","613022243121","Website Link","https://www.we-online.com/redexpert/article/613022243121?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/613022243121?ad","20mOhm","Socket Header","Wurth Elektronik","613022243121","WR-PHD","Through Hole","22","2","125°C","-40°C","Angled","Tray","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, THT, Angled, pitch 2.54mm, 2 Row, 22P"
"61302411121","61302411121","Board-to-Board Connectors","61302411121","Website Link","https://www.we-online.com/redexpert/article/61302411121?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61302411121?ad","20mOhm","Pin Header","Wurth Elektronik","61302411121","WR-PHD","Through Hole","24","1","105°C","-40°C","Vertical","Bag","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, THT, Vertical, pitch 2.54mm, 1 Row, 24P"
"61302411821","61302411821","Board-to-Board Connectors","61302411821","Website Link","https://www.we-online.com/redexpert/article/61302411821?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61302411821?ad","20mOhm","Socket Header","Wurth Elektronik","61302411821","WR-PHD","Through Hole","24","1","105°C","-40°C","Vertical","Tray","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, THT, Vertical, pitch 2.54mm, 1 Row, 24P"
"613024143121","613024143121","Board-to-Board Connectors","613024143121","Website Link","https://www.we-online.com/redexpert/article/613024143121?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/613024143121?ad","20mOhm","Socket Header","Wurth Elektronik","613024143121","WR-PHD","Through Hole","24","1","105°C","-40°C","Angled","Tray","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, THT, Angled, pitch 2.54mm, 1 Row, 24P"
"61302421021","61302421021","Board-to-Board Connectors","61302421021","Website Link","https://www.we-online.com/redexpert/article/61302421021?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61302421021?ad","20mOhm","Pin Header","Wurth Elektronik","61302421021","WR-PHD","Through Hole","24","2","105°C","-40°C","Angled","Bag","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, THT, Angled, pitch 2.54mm, 2 Row, 24P"
"61302421121","61302421121","Board-to-Board Connectors","61302421121","Website Link","https://www.we-online.com/redexpert/article/61302421121?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61302421121?ad","20mOhm","Pin Header","Wurth Elektronik","61302421121","WR-PHD","Through Hole","24","2","105°C","-40°C","Vertical","Bag","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, THT, Vertical, pitch 2.54mm, 2 Row, 24P"
"613024216921","613024216921","Board-to-Board Connectors","613024216921","Website Link","https://www.we-online.com/redexpert/article/613024216921?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/613024216921?ad","20mOhm","Socket Header","Wurth Elektronik","613024216921","WR-PHD","Through Hole","24","2","105°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, THT, Vertical, pitch 2.54mm, 2 Row, 24P"
"61302421821","61302421821","Board-to-Board Connectors","61302421821","Website Link","https://www.we-online.com/redexpert/article/61302421821?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61302421821?ad","20mOhm","Socket Header","Wurth Elektronik","61302421821","WR-PHD","Through Hole","24","2","125°C","-40°C","Vertical","Tray","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, THT, Vertical, pitch 2.54mm, 2 Row, 24P"
"613024243121","613024243121","Board-to-Board Connectors","613024243121","Website Link","https://www.we-online.com/redexpert/article/613024243121?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/613024243121?ad","20mOhm","Socket Header","Wurth Elektronik","613024243121","WR-PHD","Through Hole","24","2","125°C","-40°C","Angled","Tray","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, THT, Angled, pitch 2.54mm, 2 Row, 24P"
"61302425721","61302425721","Board-to-Board Connectors","61302425721","Website Link","https://www.we-online.com/redexpert/article/61302425721?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61302425721?ad","20mOhm","Socket Header","Wurth Elektronik","61302425721","WR-PHD","Through Hole","24","2","125°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, THT, Vertical, pitch 2.54mm, 2 Row, 24P"
"61302511121","61302511121","Board-to-Board Connectors","61302511121","Website Link","https://www.we-online.com/redexpert/article/61302511121?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61302511121?ad","20mOhm","Pin Header","Wurth Elektronik","61302511121","WR-PHD","Through Hole","25","1","105°C","-40°C","Vertical","Bag","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, THT, Vertical, pitch 2.54mm, 1 Row, 25P"
"61302511821","61302511821","Board-to-Board Connectors","61302511821","Website Link","https://www.we-online.com/redexpert/article/61302511821?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61302511821?ad","20mOhm","Socket Header","Wurth Elektronik","61302511821","WR-PHD","Through Hole","25","1","105°C","-40°C","Vertical","Tray","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, THT, Vertical, pitch 2.54mm, 1 Row, 25P"
"61302621021","61302621021","Board-to-Board Connectors","61302621021","Website Link","https://www.we-online.com/redexpert/article/61302621021?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61302621021?ad","20mOhm","Pin Header","Wurth Elektronik","61302621021","WR-PHD","Through Hole","26","2","105°C","-40°C","Angled","Bag","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, THT, Angled, pitch 2.54mm, 2 Row, 26P"
"61302621121","61302621121","Board-to-Board Connectors","61302621121","Website Link","https://www.we-online.com/redexpert/article/61302621121?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61302621121?ad","20mOhm","Pin Header","Wurth Elektronik","61302621121","WR-PHD","Through Hole","26","2","105°C","-40°C","Vertical","Bag","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, THT, Vertical, pitch 2.54mm, 2 Row, 26P"
"613026216921","613026216921","Board-to-Board Connectors","613026216921","Website Link","https://www.we-online.com/redexpert/article/613026216921?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/613026216921?ad","20mOhm","Socket Header","Wurth Elektronik","613026216921","WR-PHD","Through Hole","26","2","105°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, THT, Vertical, pitch 2.54mm, 2 Row, 26P"
"61302621821","61302621821","Board-to-Board Connectors","61302621821","Website Link","https://www.we-online.com/redexpert/article/61302621821?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61302621821?ad","20mOhm","Socket Header","Wurth Elektronik","61302621821","WR-PHD","Through Hole","26","2","125°C","-40°C","Vertical","Tray","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, THT, Vertical, pitch 2.54mm, 2 Row, 26P"
"613026243121","613026243121","Board-to-Board Connectors","613026243121","Website Link","https://www.we-online.com/redexpert/article/613026243121?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/613026243121?ad","20mOhm","Socket Header","Wurth Elektronik","613026243121","WR-PHD","Through Hole","26","2","125°C","-40°C","Angled","Tray","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, THT, Angled, pitch 2.54mm, 2 Row, 26P"
"61302625721","61302625721","Board-to-Board Connectors","61302625721","Website Link","https://www.we-online.com/redexpert/article/61302625721?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61302625721?ad","20mOhm","Socket Header","Wurth Elektronik","61302625721","WR-PHD","Through Hole","26","2","125°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, THT, Vertical, pitch 2.54mm, 2 Row, 26P"
"61302821121","61302821121","Board-to-Board Connectors","61302821121","Website Link","https://www.we-online.com/redexpert/article/61302821121?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61302821121?ad","20mOhm","Pin Header","Wurth Elektronik","61302821121","WR-PHD","Through Hole","28","2","105°C","-40°C","Vertical","Bag","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, THT, Vertical, pitch 2.54mm, 2 Row, 28P"
"61302821821","61302821821","Board-to-Board Connectors","61302821821","Website Link","https://www.we-online.com/redexpert/article/61302821821?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61302821821?ad","20mOhm","Socket Header","Wurth Elektronik","61302821821","WR-PHD","Through Hole","28","2","125°C","-40°C","Vertical","Tray","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, THT, Vertical, pitch 2.54mm, 2 Row, 28P"
"61303021121","61303021121","Board-to-Board Connectors","61303021121","Website Link","https://www.we-online.com/redexpert/article/61303021121?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61303021121?ad","20mOhm","Pin Header","Wurth Elektronik","61303021121","WR-PHD","Through Hole","30","2","105°C","-40°C","Vertical","Bag","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, THT, Vertical, pitch 2.54mm, 2 Row, 30P"
"61303021821","61303021821","Board-to-Board Connectors","61303021821","Website Link","https://www.we-online.com/redexpert/article/61303021821?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61303021821?ad","20mOhm","Socket Header","Wurth Elektronik","61303021821","WR-PHD","Through Hole","30","2","125°C","-40°C","Vertical","Tray","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, THT, Vertical, pitch 2.54mm, 2 Row, 30P"
"61303211021","61303211021","Board-to-Board Connectors","61303211021","Website Link","https://www.we-online.com/redexpert/article/61303211021?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61303211021?ad","20mOhm","Pin Header","Wurth Elektronik","61303211021","WR-PHD","Through Hole","32","1","105°C","-40°C","Angled","Bag","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, THT, Angled, pitch 2.54mm, 1 Row, 32P"
"61303211121","61303211121","Board-to-Board Connectors","61303211121","Website Link","https://www.we-online.com/redexpert/article/61303211121?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61303211121?ad","20mOhm","Pin Header","Wurth Elektronik","61303211121","WR-PHD","Through Hole","32","1","105°C","-40°C","Vertical","Bag","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, THT, Vertical, pitch 2.54mm, 1 Row, 32P"
"61303211221","61303211221","Board-to-Board Connectors","61303211221","Website Link","https://www.we-online.com/redexpert/article/61303211221?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61303211221?ad","20mOhm","Pin Header","Wurth Elektronik","61303211221","WR-PHD","Through Hole","32","1","105°C","-40°C","Vertical","Bag","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, THT, Vertical, pitch 2.54mm, 1 Row, 32P"
"61303211321","61303211321","Board-to-Board Connectors","61303211321","Website Link","https://www.we-online.com/redexpert/article/61303211321?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61303211321?ad","20mOhm","Pin Header","Wurth Elektronik","61303211321","WR-PHD","Through Hole","32","1","105°C","-40°C","Vertical","Bag","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, THT, Vertical, pitch 2.54mm, 1 Row, 32P"
"61303211821","61303211821","Board-to-Board Connectors","61303211821","Website Link","https://www.we-online.com/redexpert/article/61303211821?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61303211821?ad","20mOhm","Socket Header","Wurth Elektronik","61303211821","WR-PHD","Through Hole","32","1","105°C","-40°C","Vertical","Tray","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, THT, Vertical, pitch 2.54mm, 1 Row, 32P"
"613032143121","613032143121","Board-to-Board Connectors","613032143121","Website Link","https://www.we-online.com/redexpert/article/613032143121?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/613032143121?ad","20mOhm","Socket Header","Wurth Elektronik","613032143121","WR-PHD","Through Hole","32","1","105°C","-40°C","Angled","Tray","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, THT, Angled, pitch 2.54mm, 1 Row, 32P"
"61303218421","61303218421","Board-to-Board Connectors","61303218421","Website Link","https://www.we-online.com/redexpert/article/61303218421?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61303218421?ad","20mOhm","Pin Header","Wurth Elektronik","61303218421","WR-PHD","Through Hole","32","1","105°C","-40°C","Vertical","Bag","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, THT, Vertical, pitch 2.54mm, 1 Row, 32P"
"61303218521","61303218521","Board-to-Board Connectors","61303218521","Website Link","https://www.we-online.com/redexpert/article/61303218521?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61303218521?ad","20mOhm","Pin Header","Wurth Elektronik","61303218521","WR-PHD","Through Hole","32","1","105°C","-40°C","Vertical","Bag","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, THT, Vertical, pitch 2.54mm, 1 Row, 32P"
"61303221021","61303221021","Board-to-Board Connectors","61303221021","Website Link","https://www.we-online.com/redexpert/article/61303221021?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61303221021?ad","20mOhm","Pin Header","Wurth Elektronik","61303221021","WR-PHD","Through Hole","32","2","105°C","-40°C","Angled","Bag","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, THT, Angled, pitch 2.54mm, 2 Row, 32P"
"61303221121","61303221121","Board-to-Board Connectors","61303221121","Website Link","https://www.we-online.com/redexpert/article/61303221121?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61303221121?ad","20mOhm","Pin Header","Wurth Elektronik","61303221121","WR-PHD","Through Hole","32","2","105°C","-40°C","Vertical","Bag","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, THT, Vertical, pitch 2.54mm, 2 Row, 32P"
"613032216921","613032216921","Board-to-Board Connectors","613032216921","Website Link","https://www.we-online.com/redexpert/article/613032216921?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/613032216921?ad","20mOhm","Socket Header","Wurth Elektronik","613032216921","WR-PHD","Through Hole","32","2","105°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, THT, Vertical, pitch 2.54mm, 2 Row, 32P"
"61303221821","61303221821","Board-to-Board Connectors","61303221821","Website Link","https://www.we-online.com/redexpert/article/61303221821?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61303221821?ad","20mOhm","Socket Header","Wurth Elektronik","61303221821","WR-PHD","Through Hole","32","2","125°C","-40°C","Vertical","Tray","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, THT, Vertical, pitch 2.54mm, 2 Row, 32P"
"613032243121","613032243121","Board-to-Board Connectors","613032243121","Website Link","https://www.we-online.com/redexpert/article/613032243121?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/613032243121?ad","20mOhm","Socket Header","Wurth Elektronik","613032243121","WR-PHD","Through Hole","32","2","125°C","-40°C","Angled","Tray","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, THT, Angled, pitch 2.54mm, 2 Row, 32P"
"61303225721","61303225721","Board-to-Board Connectors","61303225721","Website Link","https://www.we-online.com/redexpert/article/61303225721?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61303225721?ad","20mOhm","Socket Header","Wurth Elektronik","61303225721","WR-PHD","Through Hole","32","2","125°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, THT, Vertical, pitch 2.54mm, 2 Row, 32P"
"61303411021","61303411021","Board-to-Board Connectors","61303411021","Website Link","https://www.we-online.com/redexpert/article/61303411021?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61303411021?ad","20mOhm","Pin Header","Wurth Elektronik","61303411021","WR-PHD","Through Hole","34","1","105°C","-40°C","Angled","Bag","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, THT, Angled, pitch 2.54mm, 1 Row, 34P"
"61303421021","61303421021","Board-to-Board Connectors","61303421021","Website Link","https://www.we-online.com/redexpert/article/61303421021?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61303421021?ad","20mOhm","Pin Header","Wurth Elektronik","61303421021","WR-PHD","Through Hole","34","2","105°C","-40°C","Angled","Bag","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, THT, Angled, pitch 2.54mm, 2 Row, 34P"
"61303421121","61303421121","Board-to-Board Connectors","61303421121","Website Link","https://www.we-online.com/redexpert/article/61303421121?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61303421121?ad","20mOhm","Pin Header","Wurth Elektronik","61303421121","WR-PHD","Through Hole","34","2","105°C","-40°C","Vertical","Bag","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, THT, Vertical, pitch 2.54mm, 2 Row, 34P"
"613034216921","613034216921","Board-to-Board Connectors","613034216921","Website Link","https://www.we-online.com/redexpert/article/613034216921?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/613034216921?ad","20mOhm","Socket Header","Wurth Elektronik","613034216921","WR-PHD","Through Hole","34","2","105°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, THT, Vertical, pitch 2.54mm, 2 Row, 34P"
"61303421821","61303421821","Board-to-Board Connectors","61303421821","Website Link","https://www.we-online.com/redexpert/article/61303421821?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61303421821?ad","20mOhm","Socket Header","Wurth Elektronik","61303421821","WR-PHD","Through Hole","34","2","125°C","-40°C","Vertical","Tray","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, THT, Vertical, pitch 2.54mm, 2 Row, 34P"
"613034243121","613034243121","Board-to-Board Connectors","613034243121","Website Link","https://www.we-online.com/redexpert/article/613034243121?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/613034243121?ad","20mOhm","Socket Header","Wurth Elektronik","613034243121","WR-PHD","Through Hole","34","2","125°C","-40°C","Angled","Tray","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, THT, Angled, pitch 2.54mm, 2 Row, 34P"
"61303425721","61303425721","Board-to-Board Connectors","61303425721","Website Link","https://www.we-online.com/redexpert/article/61303425721?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61303425721?ad","20mOhm","Socket Header","Wurth Elektronik","61303425721","WR-PHD","Through Hole","34","2","125°C","-40°C","Vertical","Tube","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, THT, Vertical, pitch 2.54mm, 2 Row, 34P"
"61303611021","61303611021","Board-to-Board Connectors","61303611021","Website Link","https://www.we-online.com/redexpert/article/61303611021?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61303611021?ad","20mOhm","Pin Header","Wurth Elektronik","61303611021","WR-PHD","Through Hole","36","1","105°C","-40°C","Angled","Bag","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, THT, Angled, pitch 2.54mm, 1 Row, 36P"
"61303611121","61303611121","Board-to-Board Connectors","61303611121","Website Link","https://www.we-online.com/redexpert/article/61303611121?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61303611121?ad","20mOhm","Pin Header","Wurth Elektronik","61303611121","WR-PHD","Through Hole","36","1","105°C","-40°C","Vertical","Bag","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, THT, Vertical, pitch 2.54mm, 1 Row, 36P"
"61303611821","61303611821","Board-to-Board Connectors","61303611821","Website Link","https://www.we-online.com/redexpert/article/61303611821?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61303611821?ad","20mOhm","Socket Header","Wurth Elektronik","61303611821","WR-PHD","Through Hole","36","1","105°C","-40°C","Vertical","Tray","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, THT, Vertical, pitch 2.54mm, 1 Row, 36P"
"613036143121","613036143121","Board-to-Board Connectors","613036143121","Website Link","https://www.we-online.com/redexpert/article/613036143121?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/613036143121?ad","20mOhm","Socket Header","Wurth Elektronik","613036143121","WR-PHD","Through Hole","36","1","105°C","-40°C","Angled","Tray","2.54mm","3A","500V","250V","*","J?","WR-PHD Socket Header, THT, Angled, pitch 2.54mm, 1 Row, 36P"
"61303621021","61303621021","Board-to-Board Connectors","61303621021","Website Link","https://www.we-online.com/redexpert/article/61303621021?ad","Datasheet Link","https://www.we-online.com/redexpert/spec/61303621021?ad","20mOhm","Pin Header","Wurth Elektronik","61303621021","WR-PHD","Through Hole","36","2","105°C","-40°C","Angled","Bag","2.54mm","3A","500V","250V","*","P?","WR-PHD Pin Header, THT, Angled, pitch 2.54mm, 2 Row, 36P"
